no,date,red1,red2,red3,red4,red5,blue1,blue2
17079,20170710,01,17,19,32,33,02,11
17080,20170712,08,10,21,30,31,02,05
17081,20170715,02,12,15,20,34,01,06
17082,20170717,05,13,20,21,25,08,09
17083,20170719,02,05,14,22,34,03,09
17084,20170722,06,11,14,21,31,09,12
17085,20170724,09,13,14,25,30,02,05
17086,20170726,12,15,18,22,31,01,08
17087,20170729,03,14,21,29,35,02,06
17088,20170731,05,28,31,34,35,08,09
17089,20170802,03,05,06,15,18,03,10
17090,20170805,03,06,15,22,35,09,11
17091,20170807,01,05,07,16,19,03,12
17092,20170809,03,07,09,17,34,04,05
17093,20170812,05,06,17,21,29,02,04
17094,20170814,03,05,08,29,33,04,08
17095,20170816,15,32,33,34,35,03,12
17096,20170819,03,07,09,17,28,04,12
17097,20170821,07,14,19,22,34,07,12
17098,20170823,06,09,17,30,35,10,11
17099,20170826,08,09,17,18,24,03,07
17100,20170828,02,05,18,19,31,01,09
17101,20170830,05,15,21,25,29,05,08
17102,20170902,01,12,23,24,29,08,12
17103,20170904,04,19,20,24,29,03,04
17104,20170906,09,11,22,27,30,09,11
17105,20170909,04,15,22,24,32,02,09
17106,20170911,09,12,18,23,29,02,04
17107,20170913,04,10,19,25,27,06,12
17108,20170916,01,04,15,21,22,04,09
17109,20170918,06,09,19,26,34,05,07
17110,20170920,10,14,20,21,35,02,05
17111,20170923,02,14,17,26,34,08,12
17112,20170925,05,06,20,31,32,06,12
17113,20170927,05,08,17,18,23,04,12
17114,20170930,06,07,12,18,23,01,12
17115,20171002,14,19,20,25,31,06,08
17116,20171004,02,27,30,32,33,01,03
17117,20171007,05,07,09,24,32,08,10
17118,20171009,02,07,16,20,33,03,11
17119,20171011,05,07,13,29,35,03,08
17120,20171014,08,15,24,26,27,05,06
17121,20171016,01,06,12,26,31,01,07
17122,20171018,03,12,18,29,34,03,11
17123,20171021,03,15,23,26,32,01,12
17124,20171023,03,29,30,32,35,03,08
17125,20171025,07,11,18,26,28,04,05
17126,20171028,03,04,13,24,33,01,11
17127,20171030,02,15,18,21,22,03,10
17128,20171101,09,11,13,18,33,02,03
17129,20171104,05,17,20,32,33,04,09
17130,20171106,05,18,28,33,34,03,04
17131,20171108,03,05,08,19,34,01,12
17132,20171111,11,17,23,26,27,01,10
17133,20171113,15,17,19,32,33,01,03
17134,20171115,07,18,19,32,34,02,10
17135,20171118,01,12,15,19,22,02,04
17136,20171120,01,11,20,21,22,03,04
17137,20171122,01,20,22,28,29,05,07
17138,20171125,04,07,09,20,25,02,11
17139,20171127,02,06,19,25,32,09,12
17140,20171129,10,16,25,26,29,01,05
17141,20171202,02,08,21,22,29,03,05
17142,20171204,01,05,16,19,28,02,10
17143,20171206,06,09,24,29,32,02,07
17144,20171209,03,21,23,29,32,10,11
17145,20171211,04,07,17,18,19,03,10
17146,20171213,01,05,11,14,35,09,10
17147,20171216,05,16,17,25,34,01,11
17148,20171218,19,27,31,32,35,11,12
17149,20171220,10,18,19,25,26,04,12
17150,20171223,03,06,10,13,18,09,11
17151,20171225,05,06,23,28,32,04,05
17152,20171227,02,04,07,23,28,02,08
17153,20171230,01,09,24,26,34,09,12
18001,20180101,01,13,22,25,35,03,04
18002,20180103,12,20,23,27,34,01,06
18003,20180106,04,21,23,24,30,09,10
18004,20180108,04,09,22,28,30,01,10
18005,20180110,04,09,23,24,30,08,11
18006,20180113,19,20,30,32,33,03,05
18007,20180115,03,04,28,31,34,04,11
18008,20180117,09,15,17,20,22,10,11
18009,20180120,10,12,28,30,34,03,04
18010,20180122,24,25,26,28,29,04,12
18011,20180124,03,13,15,23,26,01,10
18012,20180127,03,22,24,29,34,07,11
18013,20180129,08,24,31,33,35,07,10
18014,20180131,14,16,18,24,31,01,08
18015,20180203,04,13,15,18,29,05,11
18016,20180205,01,02,12,13,23,09,12
18017,20180207,04,19,21,23,31,04,09
18018,20180210,06,08,13,24,28,06,12
18019,20180212,10,11,19,21,28,05,12
18020,20180214,01,10,13,14,21,09,12
18021,20180224,05,06,08,09,15,04,11
18022,20180226,02,10,19,33,35,05,06
18023,20180228,12,13,18,21,29,02,08
18024,20180303,02,16,24,30,32,04,07
18025,20180305,07,08,09,15,34,07,08
18026,20180307,01,02,03,04,30,03,05
18027,20180310,01,18,20,21,26,04,11
18028,20180312,04,19,25,30,35,04,07
18029,20180314,03,09,21,25,29,01,08
18030,20180317,05,18,21,28,32,09,11
18031,20180319,03,08,13,17,23,05,11
18032,20180321,07,10,17,32,35,05,12
18033,20180324,02,03,19,23,34,04,09
18034,20180326,08,11,22,27,32,03,07
18035,20180328,05,07,10,12,24,07,11
18036,20180331,11,17,18,21,27,07,08
18037,20180402,01,03,27,30,31,02,11
18038,20180404,14,23,25,31,32,01,03
18039,20180407,02,07,14,29,32,10,11
18040,20180409,05,07,18,27,31,01,08
18041,20180411,01,23,25,31,33,01,12
18042,20180414,03,19,25,29,35,05,09
18043,20180416,03,06,13,28,33,04,11
18044,20180418,02,04,06,18,21,05,08
18045,20180421,02,05,20,30,35,05,09
18046,20180423,10,20,22,29,32,05,10
18047,20180425,03,08,10,14,20,04,08
18048,20180428,02,03,11,20,25,02,07
18049,20180430,04,07,09,10,13,06,12
18050,20180502,22,24,26,34,35,06,12
18051,20180505,09,18,28,29,35,03,11
18052,20180507,05,16,18,19,25,02,07
18053,20180509,11,16,21,23,25,02,12
18054,20180512,09,10,12,20,30,01,07
18055,20180514,03,07,20,33,34,09,10
18056,20180516,02,04,16,28,34,05,07
18057,20180519,13,19,22,27,28,05,06
18058,20180521,09,11,12,26,32,04,10
18059,20180523,01,09,10,27,35,06,11
18060,20180526,04,22,27,29,31,02,10
18061,20180528,04,10,12,28,31,08,11
18062,20180530,12,14,19,23,35,02,07
18063,20180602,05,14,15,32,34,03,10
18064,20180604,01,03,04,11,29,02,04
18065,20180606,07,10,28,31,32,08,10
18066,20180609,01,20,23,32,33,01,04
18067,20180611,03,07,12,18,31,07,10
18068,20180613,08,12,16,26,33,05,06
18069,20180616,01,08,13,21,24,02,11
18070,20180618,02,05,10,16,30,04,07
18071,20180620,02,05,23,30,31,03,09
18072,20180623,05,12,17,24,26,01,02
18073,20180625,13,19,24,25,29,02,08
18074,20180627,03,09,12,28,30,04,12
18075,20180630,01,06,12,20,34,04,12
18076,20180702,07,18,28,29,32,06,08
18077,20180704,01,06,09,15,26,08,09
18078,20180707,07,11,12,22,30,03,06
18079,20180709,03,04,10,27,29,01,05
18080,20180711,07,16,24,26,31,10,11
18081,20180714,02,10,13,21,35,01,12
18082,20180716,01,02,14,17,18,08,10
18083,20180718,07,12,25,27,28,10,11
18084,20180721,06,11,17,22,35,11,12
18085,20180723,01,02,14,25,31,05,07
18086,20180725,16,22,24,29,31,04,05
18087,20180728,03,14,19,23,25,01,04
18088,20180730,08,09,21,25,33,01,08
18089,20180801,26,27,28,32,34,06,10
18090,20180804,06,20,24,33,34,04,11
18091,20180806,06,22,26,28,31,01,07
18092,20180808,05,07,14,18,19,04,10
18093,20180811,03,11,16,18,33,03,11
18094,20180813,11,16,25,30,34,08,10
18095,20180815,07,14,18,29,35,05,12
18096,20180818,13,14,20,28,34,06,10
18097,20180820,10,12,14,18,23,01,04
18098,20180822,02,15,18,25,27,05,07
18099,20180825,12,13,16,20,21,01,07
18100,20180827,06,20,21,26,30,06,09
18101,20180829,03,14,15,23,29,04,05
18102,20180901,06,07,13,22,24,10,12
18103,20180903,14,24,26,28,35,02,03
18104,20180905,01,13,14,26,28,07,11
18105,20180908,01,16,19,20,31,02,07
18106,20180910,04,14,17,24,31,01,04
18107,20180912,07,08,09,10,22,03,04
18108,20180915,09,10,24,31,32,07,12
18109,20180917,10,16,23,25,34,02,05
18110,20180919,06,19,21,27,28,03,11
18111,20180922,03,16,27,28,32,04,05
18112,20180924,03,07,08,09,29,09,10
18113,20180926,08,12,27,31,33,04,08
18114,20180929,12,18,26,28,29,05,06
18115,20181001,02,06,13,18,25,01,02
18116,20181003,01,14,17,21,33,07,10
18117,20181006,07,11,13,22,29,03,08
18118,20181008,04,05,14,21,34,06,09
18119,20181010,06,09,11,16,35,02,05
18120,20181013,21,22,25,27,30,08,09
18121,20181015,06,07,21,29,30,01,10
18122,20181017,08,09,21,30,31,05,12
18123,20181020,06,09,29,32,35,02,04
18124,20181022,08,10,12,19,20,10,11
18125,20181024,07,16,20,21,34,04,06
18126,20181027,11,13,15,21,27,05,06
18127,20181029,01,03,04,11,29,08,12
18128,20181031,11,12,14,16,26,08,09
18129,20181103,04,07,21,22,29,03,06
18130,20181105,03,04,16,18,25,01,11
18131,20181107,12,14,21,32,33,02,11
18132,20181110,03,16,22,23,27,01,04
18133,20181112,08,12,14,15,19,01,10
18134,20181114,04,05,19,31,35,02,12
18135,20181117,14,19,23,27,34,06,12
18136,20181119,03,11,12,19,21,05,11
18137,20181121,07,10,22,23,33,08,11
18138,20181124,01,23,24,28,33,04,05
18139,20181126,05,11,16,28,35,06,09
18140,20181128,01,06,08,12,15,03,04
18141,20181201,03,07,23,26,33,04,09
18142,20181203,19,24,28,29,34,10,11
18143,20181205,04,07,20,22,33,01,02
18144,20181208,06,17,18,24,31,07,11
18145,20181210,09,18,29,31,33,06,11
18146,20181212,03,08,09,13,33,01,02
18147,20181215,01,11,26,33,35,02,10
18148,20181217,02,06,24,33,34,02,03
18149,20181219,01,07,10,11,20,03,06
18150,20181222,05,12,13,31,34,10,12
18151,20181224,04,08,18,29,30,03,07
18152,20181226,02,04,05,12,28,08,11
18153,20181229,03,06,07,08,21,01,08
18154,20181231,14,22,23,26,30,03,05
19001,20190102,06,18,23,26,28,03,12
19002,20190105,02,07,14,22,31,01,07
19003,20190107,04,08,18,20,32,10,12
19004,20190109,15,16,17,31,32,03,09
19005,20190112,21,26,27,29,34,05,06
19006,20190114,14,17,19,25,30,04,08
19007,20190116,03,12,16,29,32,01,05
19008,20190119,03,08,17,20,24,06,11
19009,20190121,03,09,15,18,26,06,12
19010,20190123,03,07,24,25,27,02,12
19011,20190126,04,12,13,16,17,04,09
19012,20190128,05,09,17,18,19,07,10
19013,20190130,08,10,15,17,18,01,08
19014,20190202,12,14,20,28,31,09,11
19015,20190211,02,05,10,13,30,04,06
19016,20190213,03,05,13,16,28,02,06
19017,20190216,01,05,07,22,25,03,04
19018,20190218,03,18,19,26,34,06,12
19019,20190220,04,11,19,25,32,01,02
19020,20190223,01,08,16,27,34,03,12
19021,20190225,07,13,17,24,33,01,10
19022,20190227,01,04,14,15,21,01,05
19023,20190302,01,03,14,26,30,06,11
19024,20190304,11,17,19,29,33,08,09
19025,20190306,06,13,16,19,29,03,07
19026,20190309,10,12,15,17,19,02,03
19027,20190311,16,18,24,25,27,02,07
19028,20190313,06,22,28,29,33,02,07
19029,20190316,01,04,18,24,28,02,03
19030,20190318,07,09,13,14,33,02,04
19031,20190320,03,08,21,26,33,04,05
19032,20190323,01,04,07,11,30,07,08
19033,20190325,01,02,04,16,24,07,09
19034,20190327,08,12,15,27,30,01,02
19035,20190330,01,03,05,07,18,08,09
19036,20190401,03,09,21,28,30,01,12
19037,20190403,06,16,26,33,35,04,08
19038,20190406,05,11,16,18,27,07,12
19039,20190408,01,12,18,26,35,06,12
19040,20190410,01,03,31,32,34,01,03
19041,20190413,12,19,20,22,28,02,06
19042,20190415,04,10,13,28,33,11,12
19043,20190417,02,06,07,12,15,06,12
19044,20190420,03,06,10,12,31,01,02
19045,20190422,01,04,16,19,33,03,12
19046,20190424,02,08,14,15,35,10,12
19047,20190427,03,04,10,16,32,04,09
19048,20190429,06,10,16,29,33,05,11
19049,20190501,10,16,22,26,27,07,11
19050,20190504,04,15,16,20,35,03,12
19051,20190506,11,15,16,20,29,04,08
19052,20190508,04,10,15,20,24,07,11
19053,20190511,01,11,19,26,35,11,12
19054,20190513,02,18,23,27,30,05,10
19055,20190515,02,04,06,19,22,02,06
19056,20190518,01,07,10,12,23,06,08
19057,20190520,08,14,16,34,35,06,12
19058,20190522,03,10,13,14,32,07,11
19059,20190525,07,08,15,27,32,08,12
19060,20190527,01,11,12,18,21,08,10
19061,20190529,01,02,13,14,26,05,11
19062,20190601,05,16,23,25,28,01,12
19063,20190603,05,08,15,18,21,04,08
19064,20190605,07,08,13,19,29,11,12
19065,20190608,03,08,10,23,27,02,12
19066,20190610,04,10,11,18,31,05,08
19067,20190612,03,08,11,15,16,02,10
19068,20190615,04,05,08,17,27,06,11
19069,20190617,08,22,23,33,34,04,06
19070,20190619,02,13,15,22,34,02,12
19071,20190622,07,13,14,15,22,07,11
19072,20190624,02,04,06,09,18,07,10
19073,20190626,04,11,19,20,24,08,11
19074,20190629,08,09,13,14,34,05,07
19075,20190701,05,06,07,11,16,02,11
19076,20190703,01,06,11,23,29,01,11
19077,20190706,01,15,17,21,33,07,10
19078,20190708,05,10,21,26,30,01,07
19079,20190710,10,13,16,28,35,04,05
19080,20190713,05,13,18,19,24,02,07
19081,20190715,06,24,26,30,33,02,07
19082,20190717,06,18,20,21,31,03,04
19083,20190720,17,24,26,28,32,07,09
19084,20190722,12,23,25,34,35,01,07
19085,20190724,04,05,06,15,26,08,11
19086,20190727,05,15,16,28,31,02,07
19087,20190729,05,06,18,19,27,07,12
19088,20190731,01,05,18,27,33,06,08
19089,20190803,09,14,18,33,34,03,12
19090,20190805,13,19,28,30,33,02,12
19091,20190807,04,13,20,26,28,03,12
19092,20190810,02,11,15,27,30,02,05
19093,20190812,16,17,26,29,35,01,07
19094,20190814,01,12,14,26,27,07,09
19095,20190817,03,12,17,19,31,02,06
19096,20190819,02,12,22,23,27,02,06
19097,20190821,10,17,20,30,35,10,12
19098,20190824,13,15,17,19,22,03,04
19099,20190826,04,06,18,27,33,07,09
19100,20190828,05,08,12,19,21,06,11
19101,20190831,05,11,18,19,27,05,06
19102,20190902,05,10,15,19,31,03,06
19103,20190904,05,12,22,27,32,04,07
19104,20190907,02,07,19,22,28,03,05
19105,20190909,01,04,09,14,17,01,06
19106,20190911,05,08,10,32,35,02,10
19107,20190914,05,09,19,27,35,02,03
19108,20190916,24,27,28,31,34,04,08
19109,20190918,02,07,08,20,25,11,12
19110,20190921,01,19,23,24,30,04,05
19111,20190923,06,15,20,23,27,08,10
19112,20190925,03,10,16,21,33,05,06
19113,20190928,03,11,27,34,35,01,02
19114,20190930,03,05,07,20,23,04,11
19115,20191009,01,18,21,28,32,05,12
19116,20191012,02,10,16,21,23,02,12
19117,20191014,01,18,21,25,35,07,08
19118,20191016,02,03,13,19,26,02,03
19119,20191019,03,06,09,23,34,02,11
19120,20191021,06,15,17,22,25,01,09
19121,20191023,01,02,03,07,17,04,10
19122,20191026,05,19,25,31,33,10,11
19123,20191028,03,13,15,26,30,05,12
19124,20191030,07,17,26,27,30,06,12
19125,20191102,05,08,09,14,34,02,05
19126,20191104,05,09,16,18,30,04,07
19127,20191106,04,07,08,11,16,09,11
19128,20191109,20,21,25,34,35,03,12
19129,20191111,10,13,18,23,30,06,12
19130,20191113,01,13,20,21,26,04,10
19131,20191116,05,06,14,27,29,06,10
19132,20191118,03,05,06,13,18,10,12
19133,20191120,03,12,24,27,34,01,12
19134,20191123,05,06,07,14,17,10,11
19135,20191125,04,05,19,25,26,01,11
19136,20191127,03,16,20,26,29,03,09
19137,20191130,03,05,12,13,26,07,12
19138,20191202,04,06,07,20,29,02,04
19139,20191204,01,05,07,08,11,06,10
19140,20191207,03,07,08,25,27,03,05
19141,20191209,02,10,20,21,35,01,12
19142,20191211,03,04,26,29,33,06,07
19143,20191214,04,22,23,24,32,06,12
19144,20191216,02,05,20,28,31,02,11
19145,20191218,05,09,19,22,32,03,05
19146,20191221,10,11,26,33,34,01,06
19147,20191223,09,12,19,22,33,07,08
19148,20191225,03,04,07,11,30,08,09
19149,20191228,01,02,07,33,35,06,10
19150,20191230,07,11,12,16,33,05,07
20001,20200101,17,25,26,32,34,04,07
20002,20200104,03,07,18,25,30,02,07
20003,20200106,23,25,26,30,34,03,07
20004,20200108,17,20,21,29,30,05,09
20005,20200111,06,10,33,34,35,01,03
20006,20200113,09,22,25,31,32,08,12
20007,20200115,02,10,19,24,30,05,08
20008,20200118,14,17,19,24,32,01,06
20009,20200120,19,29,31,34,35,06,10
20010,20200314,01,08,13,24,32,02,09
20011,20200316,02,13,19,22,23,02,07
20012,20200318,01,06,18,32,34,01,03
20013,20200321,01,04,05,11,35,03,09
20014,20200323,03,07,09,17,21,03,06
20015,20200325,01,07,23,24,26,03,07
20016,20200328,04,08,19,31,35,01,02
20017,20200330,01,06,07,09,10,02,11
20018,20200401,09,14,16,24,26,04,12
20019,20200404,01,12,22,23,33,01,12
20020,20200406,08,10,12,26,32,05,09
20021,20200408,10,12,24,31,33,04,09
20022,20200411,04,14,20,28,35,02,03
20023,20200413,04,11,23,26,30,01,06
20024,20200415,03,05,06,24,30,03,07
20025,20200418,02,14,21,22,26,05,07
20026,20200420,03,15,26,32,34,08,12
20027,20200422,04,07,20,25,32,03,09
20028,20200425,04,05,28,34,35,01,08
20029,20200427,11,14,17,22,30,07,09
20030,20200429,01,08,17,27,30,05,06
20031,20200502,01,02,05,15,21,04,05
20032,20200504,02,03,09,16,32,03,04
20033,20200506,07,19,20,31,34,05,08
20034,20200509,11,13,20,27,31,02,04
20035,20200511,10,11,22,26,28,02,04
20036,20200513,01,05,11,12,26,02,07
20037,20200516,01,04,10,11,14,02,05
20038,20200518,04,15,20,22,24,01,09
20039,20200520,01,05,15,22,31,02,09
20040,20200523,02,17,20,28,29,01,07
20041,20200525,07,13,20,29,34,04,07
20042,20200527,03,04,05,11,22,05,06
20043,20200530,12,13,17,31,32,01,06
20044,20200601,01,03,22,28,30,02,05
20045,20200603,02,09,16,23,27,03,08
20046,20200606,15,24,27,30,34,04,12
20047,20200608,04,18,27,28,30,03,10
20048,20200610,03,09,10,15,16,07,09
20049,20200613,03,11,15,22,30,08,10
20050,20200615,03,14,16,22,34,02,06
20051,20200617,02,07,09,19,33,01,07
20052,20200620,09,11,26,28,35,06,07
20053,20200622,02,15,18,21,27,03,06
20054,20200624,11,14,15,19,20,03,07
20055,20200627,03,04,12,18,34,10,12
20056,20200629,03,11,25,29,34,03,06
20057,20200701,17,20,21,22,31,02,08
20058,20200704,01,15,19,26,27,05,10
20059,20200706,01,15,22,28,32,03,11
20060,20200708,12,14,25,34,35,03,12
20061,20200711,07,08,12,21,26,01,06
20062,20200713,01,05,14,23,31,02,07
20063,20200715,11,18,20,21,33,06,07
20064,20200718,05,10,23,34,35,01,11
20065,20200720,13,15,26,32,33,05,07
20066,20200722,06,14,21,34,35,03,10
20067,20200725,01,08,14,16,28,04,10
20068,20200727,15,20,23,26,33,02,08
20069,20200729,05,07,26,30,31,07,10
20070,20200801,01,22,30,31,32,04,12
20071,20200803,01,12,16,28,33,03,12
20072,20200805,11,15,18,20,27,05,06
20073,20200808,04,10,12,23,27,08,09
20074,20200810,03,09,10,12,21,04,11
20075,20200812,02,09,10,21,35,01,07
20076,20200815,01,08,18,28,30,10,12
20077,20200817,17,23,28,29,32,01,03
20078,20200819,14,18,20,28,34,10,11
20079,20200822,04,16,24,29,35,02,12
20080,20200824,03,06,22,24,25,09,10
20081,20200826,01,13,15,32,35,08,10
20082,20200829,02,11,12,21,34,04,08
20083,20200831,01,02,17,32,34,04,09
20084,20200902,02,10,20,24,31,06,12
20085,20200905,03,04,11,15,28,02,03
20086,20200907,08,11,15,20,28,04,10
20087,20200909,01,04,20,23,29,04,08
20088,20200912,02,07,23,26,35,01,12
20089,20200914,13,16,20,22,27,01,02
20090,20200916,05,06,27,28,29,11,12
20091,20200919,12,16,20,23,31,05,12
20092,20200921,08,11,17,31,35,07,11
20093,20200923,06,14,25,27,28,04,11
20094,20200926,04,06,07,08,16,02,08
20095,20200928,02,18,25,26,32,02,07
20096,20200930,07,08,10,25,28,03,11
20097,20201005,05,25,27,30,34,06,12
20098,20201007,04,09,15,24,35,04,10
20099,20201010,02,03,11,15,27,04,12
20100,20201012,04,05,08,22,33,07,10
20101,20201014,03,04,05,09,34,07,09
20102,20201017,07,11,18,20,29,09,12
20103,20201019,07,12,13,19,23,02,08
20104,20201021,03,12,23,26,30,04,07
20105,20201024,03,08,12,13,22,04,12
20106,20201026,02,03,11,14,27,04,10
20107,20201028,01,04,13,17,28,03,07
20108,20201031,02,03,06,07,33,08,09
20109,20201102,02,20,21,23,32,06,12
20110,20201104,11,16,20,21,28,05,11
20111,20201107,05,07,09,20,28,02,07
20112,20201109,08,11,13,30,32,02,06
20113,20201111,06,14,18,28,33,02,05
20114,20201114,10,12,21,24,30,03,07
20115,20201116,01,09,18,19,23,01,09
20116,20201118,08,10,12,16,22,03,09
20117,20201121,07,19,20,23,24,05,10
20118,20201123,01,09,15,30,33,04,09
20119,20201125,14,22,24,28,32,07,08
20120,20201128,05,25,26,30,35,04,10
20121,20201130,09,17,27,28,35,03,08
20122,20201202,08,19,29,34,35,06,11
20123,20201205,01,07,11,15,21,04,11
20124,20201207,11,15,24,26,35,04,05
20125,20201209,01,02,03,08,22,01,04
20126,20201212,01,04,09,22,28,04,12
20127,20201214,01,04,17,18,26,03,10
20128,20201216,09,12,13,26,33,04,10
20129,20201219,10,22,27,33,34,01,11
20130,20201221,16,17,23,26,32,02,12
20131,20201223,08,25,27,29,35,02,03
20132,20201226,03,15,16,17,21,07,10
20133,20201228,11,24,26,33,35,08,09
20134,20201230,08,11,13,22,25,04,07
21001,20210102,02,06,12,19,33,08,09
21002,20210104,02,16,26,31,34,09,11
21003,20210106,07,21,28,31,35,04,10
21004,20210109,05,10,17,23,28,02,08
21005,20210111,03,07,10,12,35,03,05
21006,20210113,04,22,25,28,35,04,05
21007,20210116,05,23,30,34,35,08,10
21008,20210118,05,19,20,27,33,03,08
21009,20210120,01,03,20,29,32,05,12
21010,20210123,01,05,16,22,34,08,11
21011,20210125,06,09,11,14,21,01,03
21012,20210127,06,12,20,23,33,01,09
21013,20210130,21,27,28,30,34,08,11
21014,20210201,07,13,20,27,29,04,09
21015,20210203,04,08,17,19,25,01,07
21016,20210206,08,09,10,19,34,01,02
21017,20210208,17,21,26,29,32,02,07
21018,20210220,02,20,23,26,34,05,10
21019,20210222,01,12,13,28,29,03,04
21020,20210224,07,21,22,30,33,04,06
21021,20210227,16,18,29,33,35,09,12
21022,20210301,02,12,22,30,33,02,04
21023,20210303,07,09,13,16,32,02,09
21024,20210306,11,14,21,24,31,02,10
21025,20210308,17,18,23,30,31,10,12
21026,20210310,07,11,20,24,27,01,11
21027,20210313,09,21,22,26,30,04,12
21028,20210315,02,03,05,17,29,04,10
21029,20210317,02,06,10,32,33,04,07
21030,20210320,18,23,25,26,32,02,07
21031,20210322,01,04,19,20,34,03,05
21032,20210324,01,11,14,34,35,07,10
21033,20210327,01,03,05,30,32,01,05
21034,20210329,08,10,14,25,34,07,08
21035,20210331,05,11,16,30,32,03,04
21036,20210403,08,17,25,28,33,07,11
21037,20210405,10,21,27,29,33,04,12
21038,20210407,09,11,20,29,32,01,07
21039,20210410,04,12,14,21,35,02,11
21040,20210412,02,03,09,16,19,03,07
21041,20210414,02,05,09,11,32,04,09
21042,20210417,09,15,20,23,29,04,05
21043,20210419,07,12,17,19,34,01,10
21044,20210421,06,18,31,33,35,10,11
21045,20210424,01,04,06,11,19,07,09
21046,20210426,06,08,12,14,18,06,08
21047,20210428,01,06,09,25,33,04,08
21048,20210501,04,07,17,21,27,10,12
21049,20210503,01,10,22,23,25,02,12
21050,20210505,09,22,32,33,35,05,10
21051,20210508,01,04,14,16,19,03,04
21052,20210510,02,11,13,14,30,09,12
21053,20210512,03,06,15,17,35,07,11
21054,20210515,03,06,17,20,25,03,09
21055,20210517,03,06,10,11,24,10,11
21056,20210519,03,11,16,21,26,09,10
21057,20210522,05,07,19,20,28,05,07
21058,20210524,13,15,17,23,34,01,11
21059,20210526,04,16,27,28,35,02,09
21060,20210529,09,13,25,31,33,03,07
21061,20210531,15,19,20,26,32,04,07
21062,20210602,04,06,23,32,34,05,07
21063,20210605,05,09,14,29,30,09,11
21064,20210607,01,17,19,32,34,06,10
21065,20210609,23,25,30,31,35,07,08
21066,20210612,24,26,29,34,35,09,11
21067,20210614,01,04,22,23,34,08,09
21068,20210616,02,20,21,26,30,02,10
21069,20210619,01,03,24,32,33,04,06
21070,20210621,03,20,21,22,24,06,12
21071,20210623,08,11,16,29,35,01,04
21072,20210626,02,03,15,22,26,03,11
21073,20210628,08,12,14,20,24,06,10
21074,20210630,11,14,18,20,25,03,07
21075,20210703,06,14,15,17,20,01,05
21076,20210705,06,13,22,25,26,02,04
21077,20210707,02,06,09,21,25,06,08
21078,20210710,02,08,17,19,25,01,05
21079,20210712,06,14,19,26,33,08,11
21080,20210714,15,16,20,29,30,06,10
21081,20210717,05,13,24,29,35,07,08
21082,20210719,01,14,22,29,33,03,10
21083,20210721,07,09,11,26,35,01,08
21084,20210724,02,10,14,30,33,06,09
21085,20210726,01,12,15,26,35,10,11
21086,20210728,02,03,07,16,17,06,10
21087,20210731,10,14,15,25,28,03,10
21088,20210802,02,14,31,34,35,01,07
21089,20210804,01,17,24,28,35,10,12
21090,20210807,06,07,19,26,32,06,12
21091,20210809,01,04,10,21,29,03,05
21092,20210811,12,14,27,28,34,03,07
21093,20210814,20,25,27,28,31,08,11
21094,20210816,05,06,24,27,33,05,12
21095,20210818,10,15,19,20,30,11,12
21096,20210821,07,08,10,20,21,01,05
21097,20210823,11,26,30,31,33,03,10
21098,20210825,02,07,21,27,33,07,09
21099,20210828,15,19,27,28,30,03,04
21100,20210830,07,11,23,26,28,02,07
21101,20210901,13,18,19,27,32,06,11
21102,20210904,02,08,11,16,23,02,07
21103,20210906,04,10,23,30,31,05,11
21104,20210908,23,25,26,30,33,03,11
21105,20210911,07,10,11,17,18,04,09
21106,20210913,02,13,14,32,34,02,12
21107,20210915,03,05,13,20,25,07,11
21108,20210918,05,19,22,26,35,02,06
21109,20210920,03,04,07,27,31,06,09
21110,20210922,11,14,29,31,32,11,12
21111,20210925,07,08,15,19,28,08,09
21112,20210927,18,21,22,23,35,11,12
21113,20210929,17,18,25,27,28,04,08
21114,20211006,08,09,13,29,30,01,11
21115,20211009,08,13,19,20,29,06,10
21116,20211011,04,25,28,29,35,03,11
21117,20211013,11,18,21,22,33,05,06
21118,20211016,14,17,18,28,34,02,03
21119,20211018,01,02,09,16,30,09,10
21120,20211020,05,10,21,25,31,05,11
21121,20211023,02,15,19,29,30,02,09
21122,20211025,14,15,26,27,29,04,05
21123,20211027,08,23,26,27,33,08,09
21124,20211030,10,17,22,25,35,07,09
21125,20211101,17,19,21,27,31,04,09
21126,20211103,01,11,12,34,35,09,12
21127,20211106,01,02,15,17,26,02,11
21128,20211108,14,17,18,23,27,05,08
21129,20211110,02,16,17,18,34,04,10
21130,20211113,02,03,14,27,28,05,10
21131,20211115,06,08,16,34,35,05,06
21132,20211117,04,21,28,29,33,03,11
21133,20211120,08,09,17,26,28,06,08
21134,20211122,02,06,14,19,28,01,06
21135,20211124,04,07,17,29,31,05,06
21136,20211127,08,12,19,27,33,02,05
21137,20211129,02,07,13,14,19,04,05
21138,20211201,09,11,12,15,31,05,11
21139,20211204,05,13,18,23,34,08,09
21140,20211206,05,24,26,33,35,09,12
21141,20211208,02,08,16,29,34,05,12
21142,20211211,11,13,17,19,25,02,09
21143,20211213,09,17,19,29,34,04,11
21144,20211215,03,20,25,30,34,02,09
21145,20211218,03,08,25,29,30,01,06
21146,20211220,03,05,08,18,20,09,11
21147,20211222,01,02,08,12,26,01,07
21148,20211225,01,04,12,16,29,04,08
21149,20211227,20,26,28,30,35,10,11
21150,20211229,04,10,11,23,26,07,10
22001,20220101,08,11,19,22,29,03,11
22002,20220103,04,06,07,09,24,04,12
